0.0,200.0
0.5,193.998
1.0,177.433
1.5,154.281
2.0,130.102
2.5,110.7
3.0,100.733
3.5,102.595
4.0,115.837
4.5,137.282
5.0,161.78
5.5,183.45
6.0,197.089
6.5,199.423
7.0,189.891
7.5,170.782
8.0,146.684
8.5,123.382
9.0,106.47
9.5,100.009
10.0,105.551
10.5,121.763
11.0,144.755
11.5,169.006
12.0,188.694
12.5,199.092
13.0,197.704
13.5,184.863
14.0,163.652
14.5,139.163
15.0,117.276
15.5,103.245
16.0,100.44
16.5,109.533
17.0,128.341
17.5,152.35
18.0,175.794
18.5,193.045
19.0,199.963
19.5,194.884
20.0,179.03
20.5,156.206
21.0,131.893
21.5,111.926
22.0,101.1
22.5,102.015
23.0,114.45
23.5,135.419
24.0,159.89
24.5,181.986
25.0,196.403
25.5,199.679
26.0,191.028
26.5,172.527
27.0,148.618
27.5,125.04
28.0,107.455
28.5,100.084
29.0,104.698
29.5,120.187
30.0,142.834
30.5,167.202
31.0,187.439
31.5,198.689
32.0,198.248
32.5,186.224
